Molecule,Replicate,Ext_Reference,Area,Ratio_To_Standard,Amount ng/ml,Amount nmol/mL,Amount nmol/well,Amount nmol/1e6 cells seeded,Cells,Incubation_Time,Dose_Level,Dose_uM,Dose_IC,Dose_nmol/well
Nitrofurantoin,14707463,NITRO_MZ_6h_P24_A3_VC,15138,0.0046,0.231,0.000969936,0.000290981,0.002909809,cells,6,C,0,Control,0
Nitrofurantoin,14707464,NITRO_MZ_6h_P24_B3_D1,185083,0.0626,6.4467,0.027068777,0.008120633,0.081206332,cells,6,1,7.5,IC01,3.75
Nitrofurantoin,14707465,NITRO_MZ_6h_P24_C3_D2,1071699,0.376,40.1945,0.168770994,0.050631298,0.506312983,cells,6,2,30,IC50,15
Nitrofurantoin,14707466,NITRO_MZ_6h_P24_D3_D3,2140876,0.6982,75.2365,0.315907373,0.094772212,0.94772212,cells,6,3,120,IC85,60
Nitrofurantoin,14707467,NITRO_MZ_48h_P08_A2_VC,2041,0.0006,-0.1961,-0.000823396,-0.000247019,-0.002470188,cells,48,C,0,Control,0
Nitrofurantoin,14707468,NITRO_MZ_48h_P08_B2_D1,185422,0.0539,5.5073,0.02312437,0.006937311,0.069373111,cells,48,1,7.5,IC01,3.75
Nitrofurantoin,14707469,NITRO_MZ_48h_P08_C2_D2,987001,0.3094,32.9943,0.138538378,0.041561513,0.415615133,cells,48,2,30,IC50,15
Nitrofurantoin,14707470,NITRO_MZ_48h_P08_D2_D3,7668572,2.6138,291.4316,1.223679879,0.367103964,3.671039637,cells,48,3,120,IC85,60
Nitrofurantoin,14707471,NITRO_MZ_24h_P16_A2_VC,34312,0.0108,0.8936,0.003752099,0.00112563,0.011256298,cells,24,C,0,Control,0
Nitrofurantoin,14707472,NITRO_MZ_24h_P16_B2_D1,247298,0.0777,8.0645,0.03386169,0.010158507,0.101585069,cells,24,1,7.5,IC01,3.75
Nitrofurantoin,14707473,NITRO_MZ_24h_P16_C2_D2,931223,0.2961,31.5581,0.132507978,0.039752393,0.397523933,cells,24,2,30,IC50,15
Nitrofurantoin,14707474,NITRO_MZ_24h_P16_D2_D3,1610008,0.5105,54.7839,0.230029812,0.069008944,0.690089436,cells,24,3,120,IC85,60
Nitrofurantoin,14707475,NITRO_MZ_6h_P24_A2_VC,23634,0.008,0.5974,0.002508398,0.000752519,0.007525193,cells,6,C,0,Control,0
Nitrofurantoin,14707476,NITRO_MZ_6h_P24_B2_D1,201082,0.0702,7.2635,0.030498404,0.009149521,0.091495213,cells,6,1,7.5,IC01,3.75
Nitrofurantoin,14707477,NITRO_MZ_6h_P24_C2_D2,1044745,0.3739,39.966,0.167811555,0.050343467,0.503434666,cells,6,2,30,IC50,15
Nitrofurantoin,14707478,NITRO_MZ_6h_P24_D2_D3,1932422,0.6528,70.281,0.295099933,0.08852998,0.885299798,cells,6,3,120,IC85,60
Nitrofurantoin,14707479,NITRO_MZ_48h_P08_A1_VC,2432,0.0007,-0.1787,-0.000750336,-0.000225101,-0.002251008,cells,48,C,0,Control,0
Nitrofurantoin,14707480,NITRO_MZ_48h_P08_B1_D1,185080,0.0598,6.1401,0.025781407,0.007734422,0.077344222,cells,48,1,7.5,IC01,3.75
Nitrofurantoin,14707481,NITRO_MZ_48h_P08_C1_D2,1322428,0.4503,48.2462,0.202578939,0.060773682,0.607736816,cells,48,2,30,IC50,15
Nitrofurantoin,14707482,NITRO_MZ_48h_P08_D1_D3,852215,0.2648,28.1795,0.118321716,0.035496515,0.354965149,cells,48,3,120,IC85,60
Nitrofurantoin,14707483,NITRO_MZ_24h_P16_A1_VC,10464,0.0033,0.0941,0.000395113,0.000118534,0.001185338,cells,24,C,0,Control,0
Nitrofurantoin,14707484,NITRO_MZ_24h_P16_B1_D1,168396,0.0582,5.9708,0.025070541,0.007521162,0.075211622,cells,24,1,7.5,IC01,3.75
Nitrofurantoin,14707485,NITRO_MZ_24h_P16_C1_D2,792841,0.2711,28.8597,0.12117778,0.036353334,0.363533339,cells,24,2,30,IC50,15
Nitrofurantoin,14707486,NITRO_MZ_24h_P16_D1_D3,1311700,0.4413,47.2679,0.198471196,0.059541359,0.595413588,cells,24,3,120,IC85,60
Nitrofurantoin,14707487,NITRO_MZ_6h_P24_A1_VC,24645,0.0081,0.6104,0.002562983,0.000768895,0.007688949,cells,6,C,0,Control,0
Nitrofurantoin,14707488,NITRO_MZ_6h_P24_B1_D1,186095,0.0647,6.6682,0.027998824,0.008399647,0.083996473,cells,6,1,7.5,IC01,3.75
Nitrofurantoin,14707489,NITRO_MZ_6h_P24_C1_D2,1031733,0.3733,39.9023,0.167544088,0.050263226,0.502632264,cells,6,2,30,IC50,15
Nitrofurantoin,14707490,NITRO_MZ_6h_P24_D1_D3,1728376,0.5664,60.8584,0.255535774,0.076660732,0.766607323,cells,6,3,120,IC85,60
