"","StateVar","replID","treatment","timeID","timeAfterExposure","dose_uM","dose_uMadj","timepoints","data4modelInterpol","data4modelReal","timeID_orig"
"229","MDM2",1,"THAP",40,NA,1e-06,1e-06,39,1.03024938724022,NA,NA
"230","MDM2",1,"THAP",41,39.5,1e-06,1e-06,40,1.0580206369891,1.04389458061441,27
"231","MDM2",1,"THAP",42,41,1e-06,1e-06,41,1.08237904330655,1.08237904330655,28
"232","MDM2",1,"THAP",43,42.5,1e-06,1e-06,42,1.09541275082654,1.09313099338959,29
"233","MDM2",1,"THAP",44,NA,1e-06,1e-06,43,1.08372268394411,NA,NA
"234","MDM2",1,"THAP",45,44,1e-06,1e-06,44,1.06795333443266,1.06795333443266,30
"235","MDM2",1,"THAP",46,NA,1e-06,1e-06,45,1.08119061095953,NA,NA
"236","MDM2",1,"THAP",47,45.5,1e-06,1e-06,46,1.06722108444326,1.08148622445219,31
"237","MDM2",1,"THAP",48,47,1e-06,1e-06,47,1.02785390946647,1.02785390946647,32
"238","MDM2",1,"THAP",49,48.5,1e-06,1e-06,48,1.0239062662526,1.02846980356136,33
"239","MDM2",1,"THAP",50,NA,1e-06,1e-06,49,1.03023927216126,NA,NA
"240","MDM2",1,"THAP",51,50,1e-06,1e-06,50,1.02137556391936,1.02137556391936,34
"241","MDM2",1,"THAP",52,NA,1e-06,1e-06,51,0.998946090823845,NA,NA
"242","MDM2",1,"THAP",53,51.5,1e-06,1e-06,52,0.984230545959562,0.98919025832389,35
"243","MDM2",1,"THAP",54,53,1e-06,1e-06,53,0.988769019589993,0.988769019589993,36
"244","MDM2",1,"THAP",55,54.5,1e-06,1e-06,54,1.00216882764574,1.00000037032973,37
"245","MDM2",1,"THAP",56,NA,1e-06,1e-06,55,0.986216858251778,NA,NA
"246","MDM2",1,"THAP",57,56,1e-06,1e-06,56,0.947595973002222,0.947595973002222,38
"247","MDM2",1,"THAP",58,NA,1e-06,1e-06,57,0.932554970857544,NA,NA
"248","MDM2",1,"THAP",59,57.5,1e-06,1e-06,58,0.938932311843917,0.933964609061783,39
"249","MDM2",1,"THAP",60,59,1e-06,1e-06,59,0.954099011044515,0.954099011044515,40
"250","MDM2",1,"THAP",61,60.5,1e-06,1e-06,60,0.966325651022704,0.966124465154013,41
"251","MDM2",1,"THAP",62,NA,1e-06,1e-06,61,0.959480386954098,NA,NA
"252","MDM2",1,"THAP",63,62,1e-06,1e-06,62,0.934781146440962,0.934781146440962,42
